"host_species","host_phylum","host_class","host_order","host_family","host_in_gonzalos_list","diseases","has_pilot_disease","pilot_diseases","has_pilot_include_disease","pilot_include_diseases","Not_specified","PCR_Sequencing","Isolation_Observation","Antibodies","Any_PCR_Or_Observation","taxonomy_override_applied","taxonomy_override_notes","species_name","species_name_canonical","species_key","taxonomy_gap","known_non_target_class","human_domestic_or_livestock","not_pilot_include_disease","no_detection_evidence","existing_model_path","sdm_available","sdm_already_available","first_pass_eligible","eligibility_reasons","eligibility_status","taxonomy_review_needed","taxonomy_review_reason","analysis_unit_id","readiness_disease_name","disease_name","disease_is_pilot_include","species_role","sdm_needed_for_disease","sdm_species","run_status","run_priority","occurrence_method","gbif_occurrence_method","start_year","end_year","min_points","target_status","synonym_review_status","synonym_notes"
"Neotoma mexicana","Chordata","Mammalia","Rodentia","Cricetidae",FALSE,"Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E",TRUE,"Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E",TRUE,"Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E",0,0,0,2,0,FALSE,,"Neotoma mexicana","Neotoma mexicana","neotoma mexicana",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Neotoma mexicana/Neotoma mexicana.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Hemorrhagic fever with renal syndrome (Hantaan virus)","Hemorrhagic fever with renal syndrome (Hantaan virus)",TRUE,"host","yes","Neotoma mexicana","pending",228,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Neotoma mexicana","Chordata","Mammalia","Rodentia","Cricetidae",FALSE,"Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E",TRUE,"Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E",TRUE,"Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E",0,0,0,2,0,FALSE,,"Neotoma mexicana","Neotoma mexicana","neotoma mexicana",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Neotoma mexicana/Neotoma mexicana.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Hepatitis E","Hepatitis E",TRUE,"host","yes","Neotoma mexicana","pending",229,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Neotoma micropus","Chordata","Mammalia","Rodentia","Cricetidae",FALSE,"Hepatitis E",TRUE,"Hepatitis E",TRUE,"Hepatitis E",0,0,0,1,0,FALSE,,"Neotoma micropus","Neotoma micropus","neotoma micropus",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Neotoma micropus/Neotoma micropus.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Hepatitis E","Hepatitis E",TRUE,"host","yes","Neotoma micropus","pending",230,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Ochotona pallasi","Chordata","Mammalia","Lagomorpha","Ochotonidae",FALSE,"Plague",TRUE,"Plague",TRUE,"Plague",0,0,1,0,1,FALSE,,"Ochotona pallasi","Ochotona pallasi","ochotona pallasi",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Ochotona pallasi/Ochotona pallasi.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Plague","Plague",TRUE,"host","yes","Ochotona pallasi","pending",231,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Odobenus rosmarus","Chordata","Mammalia","Carnivora","Odobenidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,0,0,2,0,FALSE,,"Odobenus rosmarus","Odobenus rosmarus","odobenus rosmarus",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Odobenus rosmarus/Odobenus rosmarus.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Influenza (H5N1 avian influenza)","Influenza (H5N1 avian influenza)",TRUE,"host","yes","Odobenus rosmarus","pending",232,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Odobenus rosmarus","Chordata","Mammalia","Carnivora","Odobenidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,0,0,2,0,FALSE,,"Odobenus rosmarus","Odobenus rosmarus","odobenus rosmarus",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Odobenus rosmarus/Odobenus rosmarus.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Influenza (H7N9 avian influenza)","Influenza (H7N9 avian influenza)",TRUE,"host","yes","Odobenus rosmarus","pending",233,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Oreamnos americanus","Chordata","Mammalia","Artiodactyla","Bovidae",FALSE,"Bluetongue; Epizootic haemorrhagic disease; West Nile fever",TRUE,"West Nile fever",TRUE,"West Nile fever",0,0,1,2,1,FALSE,,"Oreamnos americanus","Oreamnos americanus","oreamnos americanus",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Oreamnos americanus/Oreamnos americanus.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"West Nile fever","West Nile fever",TRUE,"host","yes","Oreamnos americanus","pending",234,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Oryx gazella","Chordata","Mammalia","Artiodactyla","Bovidae",FALSE,"Anthrax; Bluetongue; Crimean-Congo hemorrhagic fever",TRUE,"Crimean-Congo hemorrhagic fever",TRUE,"Crimean-Congo hemorrhagic fever",1,0,1,2,1,FALSE,,"Oryx gazella","Oryx gazella","oryx gazella",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Oryx gazella/Oryx gazella.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Crimean-Congo hemorrhagic fever","Crimean-Congo hemorrhagic fever",TRUE,"host","yes","Oryx gazella","pending",235,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Oryzomys palustris","Chordata","Mammalia","Rodentia","Cricetidae",FALSE,"Bayou hantavirus infection; Everglades virus disease; Hantavirus pulmonary syndrome; Hepatitis E; Saint Louis encephalitis; Sin Nombre hantavirus infection; Venezuelan equine encephalitis",TRUE,"Hantavirus pulmonary syndrome; Hepatitis E; Venezuelan equine encephalitis",TRUE,"Hantavirus pulmonary syndrome; Hepatitis E",0,1,1,6,2,FALSE,,"Oryzomys palustris","Oryzomys palustris","oryzomys palustris",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Oryzomys palustris/Oryzomys palustris.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Hantavirus pulmonary syndrome","Hantavirus pulmonary syndrome",TRUE,"host","yes","Oryzomys palustris","pending",236,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Oryzomys palustris","Chordata","Mammalia","Rodentia","Cricetidae",FALSE,"Bayou hantavirus infection; Everglades virus disease; Hantavirus pulmonary syndrome; Hepatitis E; Saint Louis encephalitis; Sin Nombre hantavirus infection; Venezuelan equine encephalitis",TRUE,"Hantavirus pulmonary syndrome; Hepatitis E; Venezuelan equine encephalitis",TRUE,"Hantavirus pulmonary syndrome; Hepatitis E",0,1,1,6,2,FALSE,,"Oryzomys palustris","Oryzomys palustris","oryzomys palustris",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Oryzomys palustris/Oryzomys palustris.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Hepatitis E","Hepatitis E",TRUE,"host","yes","Oryzomys palustris","pending",237,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Oryzomys palustris","Chordata","Mammalia","Rodentia","Cricetidae",FALSE,"Bayou hantavirus infection; Everglades virus disease; Hantavirus pulmonary syndrome; Hepatitis E; Saint Louis encephalitis; Sin Nombre hantavirus infection; Venezuelan equine encephalitis",TRUE,"Hantavirus pulmonary syndrome; Hepatitis E; Venezuelan equine encephalitis",TRUE,"Hantavirus pulmonary syndrome; Hepatitis E",0,1,1,6,2,FALSE,,"Oryzomys palustris","Oryzomys palustris","oryzomys palustris",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Oryzomys palustris/Oryzomys palustris.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Venezuelan equine encephalitis","Venezuelan equine encephalitis",FALSE,"host","yes","Oryzomys palustris","pending",238,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Otolemur crassicaudatus","Chordata","Mammalia","Primates","Galagidae",FALSE,"Yellow fever",TRUE,"Yellow fever",TRUE,"Yellow fever",0,0,0,1,0,FALSE,,"Otolemur crassicaudatus","Otolemur crassicaudatus","otolemur crassicaudatus",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Otolemur crassicaudatus/Otolemur crassicaudatus.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Yellow fever","Yellow fever",TRUE,"host","yes","Otolemur crassicaudatus","pending",239,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Oxymycterus rufus","Chordata","Mammalia","Rodentia","Cricetidae",FALSE,"Andes hantavirus infection; Argentine hemorrhagic fever",TRUE,"Argentine hemorrhagic fever",TRUE,"Argentine hemorrhagic fever",0,1,0,1,1,FALSE,,"Oxymycterus rufus","Oxymycterus rufus","oxymycterus rufus",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Oxymycterus rufus/Oxymycterus rufus.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Argentine hemorrhagic fever","Argentine hemorrhagic fever",TRUE,"host","yes","Oxymycterus rufus","pending",240,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Papio anubis","Chordata","Mammalia","Primates","Cercopithecidae",FALSE,"Yellow fever",TRUE,"Yellow fever",TRUE,"Yellow fever",0,0,0,1,0,FALSE,,"Papio anubis","Papio anubis","papio anubis",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Papio anubis/Papio anubis.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Yellow fever","Yellow fever",TRUE,"host","yes","Papio anubis","pending",241,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pedetes capensis","Chordata","Mammalia","Rodentia","Pedetidae",FALSE,"Crimean-Congo hemorrhagic fever",TRUE,"Crimean-Congo hemorrhagic fever",TRUE,"Crimean-Congo hemorrhagic fever",0,0,0,1,0,FALSE,,"Pedetes capensis","Pedetes capensis","pedetes capensis",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pedetes capensis/Pedetes capensis.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Crimean-Congo hemorrhagic fever","Crimean-Congo hemorrhagic fever",TRUE,"host","yes","Pedetes capensis","pending",242,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Perca fluviatilis","Chordata","Actinopterygii","Perciformes","Percidae",FALSE,"Non-typhoidal salmonellosis",TRUE,"Non-typhoidal salmonellosis",FALSE,"",0,1,0,0,1,FALSE,,"Perca fluviatilis","Perca fluviatilis","perca fluviatilis",FALSE,TRUE,FALSE,TRUE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Perca fluviatilis/Perca fluviatilis.rds",FALSE,FALSE,FALSE,"non_target_class:Actinopterygii; not_pilot_include_disease","review_non_target_class",TRUE,"non_target_class:Actinopterygii; not_pilot_include_disease",,"Non-typhoidal salmonellosis","Non-typhoidal salmonellosis",FALSE,"host","no","Perca fluviatilis","review_before_download",243,"gbif-download","gbif-download",2000,2026,20,"review_non_target_class","not_audited",
"Perodicticus potto","Chordata","Mammalia","Primates","Lorisidae",FALSE,"West Nile fever",TRUE,"West Nile fever",TRUE,"West Nile fever",0,0,0,1,0,FALSE,,"Perodicticus potto","Perodicticus potto","perodicticus potto",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Perodicticus potto/Perodicticus potto.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"West Nile fever","West Nile fever",TRUE,"host","yes","Perodicticus potto","pending",244,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Peromyscus difficilis","Chordata","Mammalia","Rodentia","Cricetidae",FALSE,"Hemorrhagic fever with renal syndrome (Hantaan virus)",TRUE,"Hemorrhagic fever with renal syndrome (Hantaan virus)",TRUE,"Hemorrhagic fever with renal syndrome (Hantaan virus)",0,0,0,1,0,FALSE,,"Peromyscus difficilis","Peromyscus difficilis","peromyscus difficilis",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Peromyscus difficilis/Peromyscus difficilis.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Hemorrhagic fever with renal syndrome (Hantaan virus)","Hemorrhagic fever with renal syndrome (Hantaan virus)",TRUE,"host","yes","Peromyscus difficilis","pending",245,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Peromyscus gossypinus","Chordata","Mammalia","Rodentia","Cricetidae",FALSE,"Eastern equine encephalitis; Everglades virus disease; Saint Louis encephalitis; Venezuelan equine encephalitis",TRUE,"Venezuelan equine encephalitis",FALSE,"",0,0,1,3,1,FALSE,,"Peromyscus gossypinus","Peromyscus gossypinus","peromyscus gossypinus",FALSE,FALSE,FALSE,TRUE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Peromyscus gossypinus/Peromyscus gossypinus.rds",FALSE,FALSE,FALSE,"not_pilot_include_disease","review_not_pilot_include_disease",FALSE,,,"Venezuelan equine encephalitis","Venezuelan equine encephalitis",FALSE,"host","no","Peromyscus gossypinus","review_before_download",246,"gbif-download","gbif-download",2000,2026,20,"review_not_pilot_include_disease","not_audited",
"Peromyscus sonoriensis","Chordata","Mammalia","Rodentia","Cricetidae",FALSE,"Hantavirus pulmonary syndrome; Sin Nombre hantavirus infection",TRUE,"Hantavirus pulmonary syndrome",TRUE,"Hantavirus pulmonary syndrome",0,2,0,0,2,FALSE,,"Peromyscus sonoriensis","Peromyscus sonoriensis","peromyscus sonoriensis",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Peromyscus sonoriensis/Peromyscus sonoriensis.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Hantavirus pulmonary syndrome","Hantavirus pulmonary syndrome",TRUE,"host","yes","Peromyscus sonoriensis","pending",247,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Phacochoerus aethiopicus","Chordata","Mammalia","Artiodactyla","Suidae",FALSE,"Anthrax; Crimean-Congo hemorrhagic fever; Rift Valley fever",TRUE,"Crimean-Congo hemorrhagic fever; Rift Valley fever",TRUE,"Crimean-Congo hemorrhagic fever; Rift Valley fever",1,0,0,2,0,FALSE,,"Phacochoerus aethiopicus","Phacochoerus aethiopicus","phacochoerus aethiopicus",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Phacochoerus aethiopicus/Phacochoerus aethiopicus.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Crimean-Congo hemorrhagic fever","Crimean-Congo hemorrhagic fever",TRUE,"host","yes","Phacochoerus aethiopicus","pending",248,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Phacochoerus aethiopicus","Chordata","Mammalia","Artiodactyla","Suidae",FALSE,"Anthrax; Crimean-Congo hemorrhagic fever; Rift Valley fever",TRUE,"Crimean-Congo hemorrhagic fever; Rift Valley fever",TRUE,"Crimean-Congo hemorrhagic fever; Rift Valley fever",1,0,0,2,0,FALSE,,"Phacochoerus aethiopicus","Phacochoerus aethiopicus","phacochoerus aethiopicus",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Phacochoerus aethiopicus/Phacochoerus aethiopicus.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Rift Valley fever","Rift Valley fever",TRUE,"host","yes","Phacochoerus aethiopicus","pending",249,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Phoca groenlandica","Chordata","Mammalia","Carnivora","Phocidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,0,0,2,0,FALSE,,"Phoca groenlandica","Phoca groenlandica","phoca groenlandica",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Phoca groenlandica/Phoca groenlandica.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Influenza (H5N1 avian influenza)","Influenza (H5N1 avian influenza)",TRUE,"host","yes","Phoca groenlandica","pending",250,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Phoca groenlandica","Chordata","Mammalia","Carnivora","Phocidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,0,0,2,0,FALSE,,"Phoca groenlandica","Phoca groenlandica","phoca groenlandica",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Phoca groenlandica/Phoca groenlandica.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Influenza (H7N9 avian influenza)","Influenza (H7N9 avian influenza)",TRUE,"host","yes","Phoca groenlandica","pending",251,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Phocoena phocoena","Chordata","Mammalia","Artiodactyla","Phocoenidae",FALSE,"Non-typhoidal salmonellosis; Q fever",TRUE,"Non-typhoidal salmonellosis",FALSE,"",0,2,0,0,2,FALSE,,"Phocoena phocoena","Phocoena phocoena","phocoena phocoena",FALSE,FALSE,FALSE,TRUE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Phocoena phocoena/Phocoena phocoena.rds",FALSE,FALSE,FALSE,"not_pilot_include_disease","review_not_pilot_include_disease",FALSE,,,"Non-typhoidal salmonellosis","Non-typhoidal salmonellosis",FALSE,"host","no","Phocoena phocoena","review_before_download",252,"gbif-download","gbif-download",2000,2026,20,"review_not_pilot_include_disease","not_audited",
"Phocoena spinipinnis","Chordata","Mammalia","Artiodactyla","Phocoenidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,2,0,0,2,FALSE,,"Phocoena spinipinnis","Phocoena spinipinnis","phocoena spinipinnis",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Phocoena spinipinnis/Phocoena spinipinnis.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Influenza (H5N1 avian influenza)","Influenza (H5N1 avian influenza)",TRUE,"host","yes","Phocoena spinipinnis","pending",253,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Phocoena spinipinnis","Chordata","Mammalia","Artiodactyla","Phocoenidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,2,0,0,2,FALSE,,"Phocoena spinipinnis","Phocoena spinipinnis","phocoena spinipinnis",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Phocoena spinipinnis/Phocoena spinipinnis.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Influenza (H7N9 avian influenza)","Influenza (H7N9 avian influenza)",TRUE,"host","yes","Phocoena spinipinnis","pending",254,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Phocoenoides dalli","Chordata","Mammalia","Artiodactyla","Phocoenidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,0,0,2,0,FALSE,,"Phocoenoides dalli","Phocoenoides dalli","phocoenoides dalli",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Phocoenoides dalli/Phocoenoides dalli.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Influenza (H5N1 avian influenza)","Influenza (H5N1 avian influenza)",TRUE,"host","yes","Phocoenoides dalli","pending",255,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Phocoenoides dalli","Chordata","Mammalia","Artiodactyla","Phocoenidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,0,0,2,0,FALSE,,"Phocoenoides dalli","Phocoenoides dalli","phocoenoides dalli",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Phocoenoides dalli/Phocoenoides dalli.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Influenza (H7N9 avian influenza)","Influenza (H7N9 avian influenza)",TRUE,"host","yes","Phocoenoides dalli","pending",256,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Phyllostomus hastatus","Chordata","Mammalia","Chiroptera","Phyllostomidae",FALSE,"Chagas disease; Dengue; Eastern equine encephalitis; Rabies; Rocio virus encephalitis; Saint Louis encephalitis; Yellow fever",TRUE,"Dengue; Yellow fever",TRUE,"Dengue; Yellow fever",0,1,1,6,2,FALSE,,"Phyllostomus hastatus","Phyllostomus hastatus","phyllostomus hastatus",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Phyllostomus hastatus/Phyllostomus hastatus.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Dengue","Dengue",TRUE,"host","yes","Phyllostomus hastatus","pending",257,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Phyllostomus hastatus","Chordata","Mammalia","Chiroptera","Phyllostomidae",FALSE,"Chagas disease; Dengue; Eastern equine encephalitis; Rabies; Rocio virus encephalitis; Saint Louis encephalitis; Yellow fever",TRUE,"Dengue; Yellow fever",TRUE,"Dengue; Yellow fever",0,1,1,6,2,FALSE,,"Phyllostomus hastatus","Phyllostomus hastatus","phyllostomus hastatus",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Phyllostomus hastatus/Phyllostomus hastatus.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Yellow fever","Yellow fever",TRUE,"host","yes","Phyllostomus hastatus","pending",258,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Piliocolobus badius","Chordata","Mammalia","Primates","Cercopithecidae",FALSE,"Mpox (Monkeypox); Yellow fever",TRUE,"Mpox (Monkeypox); Yellow fever",TRUE,"Yellow fever",2,0,0,2,0,FALSE,,"Piliocolobus badius","Piliocolobus badius","piliocolobus badius",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Piliocolobus badius/Piliocolobus badius.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Mpox (Monkeypox)","Mpox (Monkeypox)",FALSE,"host","yes","Piliocolobus badius","pending",259,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Piliocolobus badius","Chordata","Mammalia","Primates","Cercopithecidae",FALSE,"Mpox (Monkeypox); Yellow fever",TRUE,"Mpox (Monkeypox); Yellow fever",TRUE,"Yellow fever",2,0,0,2,0,FALSE,,"Piliocolobus badius","Piliocolobus badius","piliocolobus badius",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Piliocolobus badius/Piliocolobus badius.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Yellow fever","Yellow fever",TRUE,"host","yes","Piliocolobus badius","pending",260,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Pithecia pithecia","Chordata","Mammalia","Primates","Pitheciidae",FALSE,"Mayaro virus disease; Yellow fever",TRUE,"Yellow fever",TRUE,"Yellow fever",0,0,0,2,0,FALSE,,"Pithecia pithecia","Pithecia pithecia","pithecia pithecia",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Pithecia pithecia/Pithecia pithecia.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Yellow fever","Yellow fever",TRUE,"host","yes","Pithecia pithecia","pending",261,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
