species_name,species_name_canonical,species_role,sdm_needed_for_disease,sdm_available,sdm_species,run_status,run_priority,occurrence_method,gbif_occurrence_method,start_year,end_year,min_points,disease_count,disease_names,pilot_include_disease_names,analysis_unit_ids,host_phylum,host_class,host_order,host_family,host_in_gonzalos_list,has_pilot_disease,has_pilot_include_disease,Not_specified,PCR_Sequencing,Isolation_Observation,Antibodies,Any_PCR_Or_Observation,first_pass_eligible,eligibility_status,eligibility_reasons,taxonomy_review_needed,taxonomy_review_reason,taxonomy_override_applied,taxonomy_override_notes,existing_model_path,occurrence_status,occurrence_rows_raw,occurrence_rows_clean,passes_min_points,gbif_occurrence_path,local_occurrence_path,combined_occurrence_path,model_status,model_output_path,synonym_review_status,synonym_notes,notes
Praomys daltoni,Praomys daltoni,host,yes,FALSE,Praomys daltoni,occurrences_ready,164,gbif-download,gbif-download,2000,2026,20,1,Lassa fever,Lassa fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,458,457,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Praomys_daltoni/gbif-download/cleaned/Praomys_daltoni_cleaned.csv,,,not_run,,not_audited,,
Praomys rostratus,Praomys rostratus,host,yes,FALSE,Praomys rostratus,occurrences_ready,165,gbif-download,gbif-download,2000,2026,20,1,Lassa fever,Lassa fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,541,538,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Praomys_rostratus/gbif-download/cleaned/Praomys_rostratus_cleaned.csv,,,not_run,,not_audited,,
Rattus pyctoris,Rattus pyctoris,host,yes,FALSE,Rattus pyctoris,occurrences_ready,166,gbif-download,gbif-download,2000,2026,20,1,Hepatitis E,Hepatitis E,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,13,10,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Rattus_pyctoris/gbif-download/cleaned/Rattus_pyctoris_cleaned.csv,,,not_run,,not_audited,,
Rhabdomys pumilio,Rhabdomys pumilio,host,yes,FALSE,Rhabdomys pumilio,occurrences_ready,167,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,2272,2029,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Rhabdomys_pumilio/gbif-download/cleaned/Rhabdomys_pumilio_cleaned.csv,,,not_run,,not_audited,,
Sekeetamys calurus,Sekeetamys calurus,host,yes,FALSE,Sekeetamys calurus,occurrences_ready,168,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,44,43,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Sekeetamys_calurus/gbif-download/cleaned/Sekeetamys_calurus_cleaned.csv,,,not_run,,not_audited,,
Thallomys nigricauda,Thallomys nigricauda,host,yes,FALSE,Thallomys nigricauda,occurrences_ready,169,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,46,40,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Thallomys_nigricauda/gbif-download/cleaned/Thallomys_nigricauda_cleaned.csv,,,not_run,,not_audited,,
Pedetes capensis,Pedetes capensis,host,yes,FALSE,Pedetes capensis,occurrences_ready,170,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Rodentia,Pedetidae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,390,382,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Pedetes_capensis/gbif-download/cleaned/Pedetes_capensis_cleaned.csv,,,not_run,,not_audited,,
Spermophilus citellus,Spermophilus citellus,host,yes,FALSE,Spermophilus citellus,occurrences_ready,171,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Rodentia,Sciuridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,6462,6225,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Spermophilus_citellus/gbif-download/cleaned/Spermophilus_citellus_cleaned.csv,,,not_run,,not_audited,,
Tamias striatus,Tamias striatus,host,yes,FALSE,Tamias striatus,occurrences_ready,172,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Rodentia,Sciuridae,FALSE,TRUE,TRUE,0,0,0,3,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,74451,70557,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Tamias_striatus/gbif-download/cleaned/Tamias_striatus_cleaned.csv,,,not_run,,not_audited,,
Xerus inauris,Xerus inauris,host,yes,FALSE,Xerus inauris,occurrences_ready,173,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Rodentia,Sciuridae,FALSE,TRUE,TRUE,0,0,0,1,0,TRUE,first_pass_eligible,no_pcr_or_observation_signal,FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,2601,2583,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Xerus_inauris/gbif-download/cleaned/Xerus_inauris_cleaned.csv,,,not_run,,not_audited,,
Mops plicatus,Mops plicatus,host,no,FALSE,Mops plicatus,review_before_download,174,gbif-download,gbif-download,2000,2026,20,2,COVID-19; Severe Acute Respiratory Syndrome (SARS),"",,Chordata,Mammalia,Chiroptera,Molossidae,FALSE,TRUE,FALSE,0,3,3,1,6,FALSE,review_not_pilot_include_disease,not_pilot_include_disease,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Rhinolophus monoceros,Rhinolophus monoceros,host,no,FALSE,Rhinolophus monoceros,review_before_download,175,gbif-download,gbif-download,2000,2026,20,2,COVID-19; Severe Acute Respiratory Syndrome (SARS),"",,Chordata,Mammalia,Chiroptera,Rhinolophidae,FALSE,TRUE,FALSE,0,3,0,0,3,FALSE,review_not_pilot_include_disease,not_pilot_include_disease,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Phocoena phocoena,Phocoena phocoena,host,no,FALSE,Phocoena phocoena,review_before_download,176,gbif-download,gbif-download,2000,2026,20,1,Non-typhoidal salmonellosis,"",,Chordata,Mammalia,Artiodactyla,Phocoenidae,FALSE,TRUE,FALSE,0,2,0,0,2,FALSE,review_not_pilot_include_disease,not_pilot_include_disease,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Hypsugo pulveratus,Hypsugo pulveratus,host,no,FALSE,Hypsugo pulveratus,review_before_download,177,gbif-download,gbif-download,2000,2026,20,1,Middle East Respiratory Syndrome (MERS),"",,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,TRUE,FALSE,0,2,0,0,2,FALSE,review_not_pilot_include_disease,not_pilot_include_disease,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Laephotis capensis,Laephotis capensis,host,no,FALSE,Laephotis capensis,review_before_download,178,gbif-download,gbif-download,2000,2026,20,1,Middle East Respiratory Syndrome (MERS),"",,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,TRUE,FALSE,0,2,0,0,2,FALSE,review_not_pilot_include_disease,not_pilot_include_disease,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Dasypus novemcinctus,Dasypus novemcinctus,host,no,FALSE,Dasypus novemcinctus,review_before_download,179,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Cingulata,Dasypodidae,FALSE,TRUE,FALSE,0,2,0,4,2,FALSE,review_not_pilot_include_disease,not_pilot_include_disease,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Hexaprotodon liberiensis,Hexaprotodon liberiensis,host,no,FALSE,Hexaprotodon liberiensis,review_before_download,180,gbif-download,gbif-download,2000,2026,20,1,Borna disease (encephalitis),"",,Chordata,Mammalia,Artiodactyla,Hippopotamidae,FALSE,TRUE,FALSE,0,1,0,0,1,FALSE,review_not_pilot_include_disease,not_pilot_include_disease,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Myotis adversus,Myotis adversus,host,no,FALSE,Myotis adversus,review_before_download,181,gbif-download,gbif-download,2000,2026,20,1,Severe fever with thrombocytopenia syndrome (SFTS),"",,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,TRUE,FALSE,0,1,0,0,1,FALSE,review_not_pilot_include_disease,not_pilot_include_disease,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Crocidura suaveolens,Crocidura suaveolens,host,no,FALSE,Crocidura suaveolens,review_before_download,182,gbif-download,gbif-download,2000,2026,20,1,Borna disease (encephalitis),"",,Chordata,Mammalia,Eulipotyphla,Soricidae,FALSE,TRUE,FALSE,0,1,0,1,1,FALSE,review_not_pilot_include_disease,not_pilot_include_disease,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Sylvilagus audubonii,Sylvilagus audubonii,host,no,FALSE,Sylvilagus audubonii,review_before_download,183,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Lagomorpha,Leporidae,FALSE,TRUE,FALSE,0,1,0,3,1,FALSE,review_not_pilot_include_disease,not_pilot_include_disease,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Peromyscus gossypinus,Peromyscus gossypinus,host,no,FALSE,Peromyscus gossypinus,review_before_download,184,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,FALSE,0,0,1,3,1,FALSE,review_not_pilot_include_disease,not_pilot_include_disease,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Cuniculus paca,Cuniculus paca,host,no,FALSE,Cuniculus paca,review_before_download,185,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Rodentia,Cuniculidae,FALSE,TRUE,FALSE,0,1,0,1,1,FALSE,review_not_pilot_include_disease,not_pilot_include_disease,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Praomys jacksoni,Praomys jacksoni,host,no,FALSE,Praomys jacksoni,review_before_download,186,gbif-download,gbif-download,2000,2026,20,1,Mpox (Monkeypox),"",,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,FALSE,0,1,0,0,1,FALSE,review_not_pilot_include_disease,not_pilot_include_disease,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Funisciurus pyrropus,Funisciurus pyrropus,host,no,FALSE,Funisciurus pyrropus,review_before_download,187,gbif-download,gbif-download,2000,2026,20,1,Mpox (Monkeypox),"",,Chordata,Mammalia,Rodentia,Sciuridae,FALSE,TRUE,FALSE,0,1,0,0,1,FALSE,review_not_pilot_include_disease,not_pilot_include_disease,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Carollia subrufa,Carollia subrufa,host,no,FALSE,Carollia subrufa,review_before_download,188,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Chiroptera,Phyllostomidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Glossophaga commissarisi,Glossophaga commissarisi,host,no,FALSE,Glossophaga commissarisi,review_before_download,189,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Chiroptera,Phyllostomidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Sturnira ludovici,Sturnira ludovici,host,no,FALSE,Sturnira ludovici,review_before_download,190,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Chiroptera,Phyllostomidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Caluromys derbianus,Caluromys derbianus,host,no,FALSE,Caluromys derbianus,review_before_download,191,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Didelphimorphia,Didelphidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Sylvilagus nuttallii,Sylvilagus nuttallii,host,no,FALSE,Sylvilagus nuttallii,review_before_download,192,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Lagomorpha,Leporidae,FALSE,TRUE,FALSE,1,0,0,2,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Allenopithecus nigroviridis,Allenopithecus nigroviridis,host,no,FALSE,Allenopithecus nigroviridis,review_before_download,193,gbif-download,gbif-download,2000,2026,20,1,Mpox (Monkeypox),"",,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,TRUE,FALSE,1,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Cercocebus galeritus,Cercocebus galeritus,host,no,FALSE,Cercocebus galeritus,review_before_download,194,gbif-download,gbif-download,2000,2026,20,1,Mpox (Monkeypox),"",,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Cercopithecus hamlyni,Cercopithecus hamlyni,host,no,FALSE,Cercopithecus hamlyni,review_before_download,195,gbif-download,gbif-download,2000,2026,20,1,Mpox (Monkeypox),"",,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Cercopithecus petaurista,Cercopithecus petaurista,host,no,FALSE,Cercopithecus petaurista,review_before_download,196,gbif-download,gbif-download,2000,2026,20,1,Mpox (Monkeypox),"",,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,TRUE,FALSE,1,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Cercopithecus pogonias,Cercopithecus pogonias,host,no,FALSE,Cercopithecus pogonias,review_before_download,197,gbif-download,gbif-download,2000,2026,20,1,Mpox (Monkeypox),"",,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Handleyomys alfaroi,Handleyomys alfaroi,host,no,FALSE,Handleyomys alfaroi,review_before_download,198,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Melanomys caliginosus,Melanomys caliginosus,host,no,FALSE,Melanomys caliginosus,review_before_download,199,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Transandinomys bolivaris,Transandinomys bolivaris,host,no,FALSE,Transandinomys bolivaris,review_before_download,200,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Hoplomys gymnurus,Hoplomys gymnurus,host,no,FALSE,Hoplomys gymnurus,review_before_download,201,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Rodentia,Echimyidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Proechimys guairae,Proechimys guairae,host,no,FALSE,Proechimys guairae,review_before_download,202,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Rodentia,Echimyidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Coendou mexicanus,Coendou mexicanus,host,no,FALSE,Coendou mexicanus,review_before_download,203,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Rodentia,Erethizontidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Geomys bursarius,Geomys bursarius,host,no,FALSE,Geomys bursarius,review_before_download,204,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Rodentia,Geomyidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Dipodomys microps,Dipodomys microps,host,no,FALSE,Dipodomys microps,review_before_download,205,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Rodentia,Heteromyidae,FALSE,TRUE,FALSE,0,0,0,2,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Heteromys salvini,Heteromys salvini,host,no,FALSE,Heteromys salvini,review_before_download,206,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Rodentia,Heteromyidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Atherurus africanus,Atherurus africanus,host,no,FALSE,Atherurus africanus,review_before_download,207,gbif-download,gbif-download,2000,2026,20,1,Mpox (Monkeypox),"",,Chordata,Mammalia,Rodentia,Hystricidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Cricetomys emini,Cricetomys emini,host,no,FALSE,Cricetomys emini,review_before_download,208,gbif-download,gbif-download,2000,2026,20,1,Mpox (Monkeypox),"",,Chordata,Mammalia,Rodentia,Nesomyidae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Heliosciurus gambianus,Heliosciurus gambianus,host,no,FALSE,Heliosciurus gambianus,review_before_download,209,gbif-download,gbif-download,2000,2026,20,1,Mpox (Monkeypox),"",,Chordata,Mammalia,Rodentia,Sciuridae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Heliosciurus rufobrachium,Heliosciurus rufobrachium,host,no,FALSE,Heliosciurus rufobrachium,review_before_download,210,gbif-download,gbif-download,2000,2026,20,1,Mpox (Monkeypox),"",,Chordata,Mammalia,Rodentia,Sciuridae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Sciurus granatensis,Sciurus granatensis,host,no,FALSE,Sciurus granatensis,review_before_download,211,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Rodentia,Sciuridae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Sciurus variegatoides,Sciurus variegatoides,host,no,FALSE,Sciurus variegatoides,review_before_download,212,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Mammalia,Rodentia,Sciuridae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_not_pilot_include_disease,not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Arapaima gigas,Arapaima gigas,host,no,FALSE,Arapaima gigas,review_before_download,213,gbif-download,gbif-download,2000,2026,20,1,Non-typhoidal salmonellosis,"",,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,FALSE,TRUE,FALSE,0,0,1,0,1,FALSE,review_non_target_class,non_target_class:Actinopterygii; not_pilot_include_disease,TRUE,non_target_class:Actinopterygii; not_pilot_include_disease,FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Perca fluviatilis,Perca fluviatilis,host,no,FALSE,Perca fluviatilis,review_before_download,214,gbif-download,gbif-download,2000,2026,20,1,Non-typhoidal salmonellosis,"",,Chordata,Actinopterygii,Perciformes,Percidae,FALSE,TRUE,FALSE,0,1,0,0,1,FALSE,review_non_target_class,non_target_class:Actinopterygii; not_pilot_include_disease,TRUE,non_target_class:Actinopterygii; not_pilot_include_disease,FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Cynoscion nebulosus,Cynoscion nebulosus,host,no,FALSE,Cynoscion nebulosus,review_before_download,215,gbif-download,gbif-download,2000,2026,20,1,Non-typhoidal salmonellosis,"",,Chordata,Actinopterygii,Perciformes,Sciaenidae,FALSE,TRUE,FALSE,0,1,0,0,1,FALSE,review_non_target_class,non_target_class:Actinopterygii; not_pilot_include_disease,TRUE,non_target_class:Actinopterygii; not_pilot_include_disease,FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Scomberomorus cavalla,Scomberomorus cavalla,host,no,FALSE,Scomberomorus cavalla,review_before_download,216,gbif-download,gbif-download,2000,2026,20,1,Non-typhoidal salmonellosis,"",,Chordata,Actinopterygii,Perciformes,Scombridae,FALSE,TRUE,FALSE,0,1,0,0,1,FALSE,review_non_target_class,non_target_class:Actinopterygii; not_pilot_include_disease,TRUE,non_target_class:Actinopterygii; not_pilot_include_disease,FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Python molurus,Python molurus,host,no,FALSE,Python molurus,review_before_download,217,gbif-download,gbif-download,2000,2026,20,1,Non-typhoidal salmonellosis,"",,Chordata,Reptilia,Squamata,Pythonidae,FALSE,TRUE,FALSE,0,0,1,1,1,FALSE,review_non_target_class,non_target_class:Reptilia; not_pilot_include_disease,TRUE,non_target_class:Reptilia; not_pilot_include_disease,FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Python regius,Python regius,host,no,FALSE,Python regius,review_before_download,218,gbif-download,gbif-download,2000,2026,20,1,Non-typhoidal salmonellosis,"",,Chordata,Reptilia,Squamata,Pythonidae,FALSE,TRUE,FALSE,0,0,1,0,1,FALSE,review_non_target_class,non_target_class:Reptilia; not_pilot_include_disease,TRUE,non_target_class:Reptilia; not_pilot_include_disease,FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Caiman crocodilus,Caiman crocodilus,host,no,FALSE,Caiman crocodilus,review_before_download,219,gbif-download,gbif-download,2000,2026,20,1,Venezuelan equine encephalitis,"",,Chordata,Reptilia,Crocodylia,Alligatoridae,FALSE,TRUE,FALSE,0,0,0,1,0,FALSE,review_non_target_class,non_target_class:Reptilia; not_pilot_include_disease; no_pcr_or_observation_signal,TRUE,non_target_class:Reptilia; not_pilot_include_disease; no_pcr_or_observation_signal,FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Testudo horsfieldii,Testudo horsfieldii,host,no,FALSE,Testudo horsfieldii,review_before_download,220,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Reptilia,Testudines,Testudinidae,FALSE,TRUE,TRUE,0,0,0,1,0,FALSE,review_non_target_class,non_target_class:Reptilia; no_pcr_or_observation_signal,TRUE,non_target_class:Reptilia; no_pcr_or_observation_signal,FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
